Date,Open,High,Low,Close,Adj Close,Volume
2020-01-31,149.75,150.0,148.63999938964844,148.8699951171875,132.6837921142578,8651700
2020-02-03,149.4199981689453,150.49000549316406,149.24000549316406,150.1699981689453,133.84246826171875,5765200
2020-02-04,151.49000549316406,152.75,151.1999969482422,151.60000610351562,135.1169891357422,6541400
2020-02-05,151.72000122070312,154.02000427246094,151.30999755859375,153.99000549316406,137.24708557128906,5979900
2020-02-06,154.25,154.5,152.74000549316406,153.52999877929688,136.83714294433594,6201200
2020-02-07,153.33999633789062,153.4600067138672,151.5500030517578,151.88999938964844,135.3754425048828,5700300
2020-02-10,151.67999267578125,151.91000366210938,150.88999938964844,151.86000061035156,135.34872436523438,4835600
2020-02-11,152.2899932861328,152.3800048828125,151.5399932861328,151.99000549316406,135.4645538330078,3715300
2020-02-12,151.8699951171875,152.14999389648438,150.9199981689453,151.08999633789062,134.66241455078125,5166800
2020-02-13,150.16000366210938,151.0399932861328,149.8800048828125,150.08999633789062,133.7711639404297,5480200
2020-02-14,150.55999755859375,150.63999938964844,149.14999389648438,150.1300048828125,133.8068084716797,5716300
2020-02-18,150.47000122070312,150.74000549316406,149.05999755859375,149.13999938964844,132.92446899414062,7230700
2020-02-19,149.2100067138672,149.75999450683594,148.5800018310547,148.94000244140625,132.7461700439453,6115200
2020-02-20,148.61000061035156,149.3800048828125,147.39999389648438,148.3699951171875,132.23814392089844,7464700
2020-02-21,148.08999633789062,150.24000549316406,147.5399932861328,149.92999267578125,133.62855529785156,7776800
2020-02-24,146.5,149.0,145.25,145.91000366210938,130.8749237060547,10588900
2020-02-25,145.99000549316406,146.75,143.8300018310547,144.64999389648438,129.74468994140625,10529000
2020-02-26,145.35000610351562,146.22000122070312,143.58999633789062,143.67999267578125,128.8746795654297,10093800
2020-02-27,142.55999755859375,144.77000427246094,138.9499969482422,139.1199951171875,124.78453826904297,12566700
2020-02-28,135.36000061035156,137.2899932861328,130.82000732421875,134.47999572753906,120.62268829345703,19820300
2020-03-02,134.77999877929688,140.1300048828125,134.00999450683594,140.02000427246094,125.59183502197266,11508200
2020-03-03,140.0,140.99000549316406,133.10000610351562,135.58999633789062,121.6183090209961,13662500
2020-03-04,137.67999267578125,143.63999938964844,137.13999938964844,143.47999572753906,128.69529724121094,10560500
2020-03-05,140.8000030517578,142.67999267578125,139.83999633789062,142.00999450683594,127.37674713134766,11339200
2020-03-06,138.47999572753906,143.00999450683594,137.41000366210938,142.02999877929688,127.39471435546875,12239100
2020-03-09,136.3300018310547,139.67999267578125,134.89999389648438,136.44000244140625,122.38072204589844,13848600
2020-03-10,139.97000122070312,141.9499969482422,134.22999572753906,141.63999938964844,127.04488372802734,12698100
2020-03-11,138.08999633789062,138.75,131.5,131.8000030517578,118.21882629394531,17763400
2020-03-12,127.30999755859375,133.75999450683594,124.5,125.41000366210938,112.48728942871094,21539200
2020-03-13,129.32000732421875,134.9199981689453,124.6500015258789,134.2899932861328,120.4522705078125,20084200
2020-03-16,123.56999969482422,133.75999450683594,122.43000030517578,127.12999725341797,114.0300521850586,18877900
2020-03-17,128.5500030517578,136.77000427246094,127.80999755859375,136.58999633789062,122.5152587890625,18911800
2020-03-18,131.02000427246094,135.6699981689453,128.7100067138672,134.9600067138672,121.05321502685547,17521100
2020-03-19,134.99000549316406,134.99000549316406,126.1500015258789,127.05000305175781,113.95830535888672,18482300
2020-03-20,126.83000183105469,127.44000244140625,118.12999725341797,119.88999938964844,107.53609466552734,19785100
2020-03-23,117.0,118.55999755859375,109.16000366210938,111.13999938964844,99.6877212524414,20815200
2020-03-24,118.76000213623047,119.6500015258789,113.86000061035156,119.18000030517578,106.89924621582031,17604800
2020-03-25,118.91000366210938,123.95999908447266,116.69999694824219,119.4000015258789,107.0965805053711,13986100
2020-03-26,120.56999969482422,127.0999984741211,120.37999725341797,126.56999969482422,113.52777099609375,15066800
2020-03-27,121.6500015258789,127.62000274658203,120.58000183105469,123.16000366210938,110.46915435791016,12133200
2020-03-30,128.4600067138672,133.99000549316406,127.5,133.00999450683594,119.30415344238281,21754000
2020-03-31,134.99000549316406,135.7100067138672,130.0500030517578,131.1300048828125,117.6178970336914,15746100
2020-04-01,127.69999694824219,130.22999572753906,125.5,128.80999755859375,115.53694152832031,12606100
2020-04-02,129.1199951171875,134.0,127.22000122070312,133.14999389648438,119.4297103881836,11594500
2020-04-03,132.3800048828125,134.7899932861328,131.5800018310547,134.1699981689453,120.34463500976562,10071200
